-36.77,-96.01,10.0,4.3,2010
-37.055,178.206,84.4,4.1,2010
-14.3,167.265,206.5,4.4,2010
-17.442,-178.616,589.1,4.2,2010
18.424,-73.017,10.0,4.1,2010
40.981,143.16,46.2,4.2,2010
38.831,-122.8008333,1.942,3.6,2010
51.841,177.738,48.2,3.6,2010
13.218,145.03,53.1,4.3,2010
1.624,-90.739,10.0,4.2,2010
1.511,-90.89,10.0,4.4,2010
-19.045,169.796,10.0,4.2,2010
-19.088,169.868,10.0,4.4,2010
1.444,127.297,107.7,4.3,2010
-40.264,173.449,218.1,4.1,2010
51.22,-178.382,25.7,3.7,2010
36.096,70.242,102.0,4.2,2010
-11.603,166.431,58.0,4.3,2010
21.571,143.384,253.4,4.2,2010
38.771,142.215,44.6,4.3,2010
38.67,142.21,63.7,4.4,2010
28.597,141.661,57.6,4.1,2010
-38.251,175.804,206.9,4.1,2010
11.741,-86.889,93.1,4.4,2010
-10.549,161.863,35.0,4.2,2010
-28.909,-64.586,65.0,4.0,2010
18.418,-72.044,10.0,4.0,2010
-44.65,37.478,10.0,4.3,2010
-17.648,35.073,10.0,4.2,2010
42.035,142.657,73.6,4.4,2010
7.754,94.686,58.4,4.1,2010
18.69,-72.826,10.0,4.1,2010
82.14,-5.328,10.0,4.4,2010
18.383,-72.037,10.0,4.2,2010
30.82,57.1,14.1,4.3,2010
13.908,-91.965,35.0,4.4,2010
-20.123,66.702,10.0,4.4,2010
18.38,-72.93,10.0,4.3,2010
18.482,-72.991,10.0,4.0,2010
60.3258,-152.7541,123.0,3.9,2010
18.515,-72.969,10.0,4.3,2010
-15.16,167.517,102.4,4.3,2010
-28.085,-176.451,35.0,4.4,2010
15.201,-61.38,146.5,4.4,2010
52.321,-170.533,44.4,3.6,2010
38.84,26.93,27.0,4.0,2010
-38.706,78.22,10.0,4.4,2010
51.666,-173.858,47.3,4.4,2010
39.36,21.497,10.0,4.3,2010
-21.822,-176.391,142.3,4.3,2010
55.132,162.448,35.0,4.3,2010
41.238,141.46,47.5,4.2,2010
35.502,-97.245,6.0,3.6,2010
-7.878,107.821,58.0,4.4,2010
60.549,-138.27,1.0,3.7,2010
-23.782,-176.4,35.0,4.1,2010
8.349,-83.002,20.0,4.3,2010
50.646,-171.749,36.3,4.1,2010
-17.62,-63.826,33.2,4.2,2010
18.504,-71.975,10.0,4.2,2010
-7.611,128.069,157.2,4.3,2010
63.3445,-145.1202,8.3,3.7,2010
18.402,-72.103,10.0,4.1,2010
-55.494,-27.088,35.0,4.1,2010
-45.489,166.812,12.0,4.1,2010
-45.454,166.726,12.0,4.2,2010
-8.25,107.981,57.9,4.2,2010
42.321,140.651,130.1,4.3,2010
-8.429,128.994,10.0,4.4,2010
18.462,-72.431,10.0,4.2,2010
38.41,21.951,10.0,4.3,2010
-15.4,-172.403,10.0,4.2,2010
65.9299,-149.3753,14.3,3.8,2010
12.007,-87.648,43.0,4.2,2010
38.408,22.063,10.0,4.2,2010
-6.033,146.49,112.7,4.4,2010
-12.232,166.497,47.4,4.3,2010
16.163,-75.086,10.0,4.0,2010
-27.874,26.678,2.0,4.3,2010
54.523,-161.578,2.1,3.8,2010
38.33,20.93,29.0,4.2,2010
8.737,126.974,35.0,4.2,2010
44.5656667,-110.9653333,11.3,3.87,2010
44.5631667,-110.9733333,10.74,3.74,2010
61.4298,-150.396,45.3,3.7,2010
18.427,-72.822,10.0,4.0,2010
25.624,-100.405,5.0,4.0,2010
-22.271,-68.764,110.9,4.3,2010
34.922,139.157,17.4,4.1,2010
18.443,-72.788,10.0,4.0,2010
18.406,-72.843,10.0,4.0,2010
-23.205,-66.568,192.7,4.4,2010
-28.088,-66.539,155.7,4.3,2010
44.5611667,-110.9695,10.29,3.63,2010
-4.838,133.554,35.0,4.3,2010
39.686,143.381,29.7,4.3,2010
29.622,51.471,10.0,4.4,2010
-28.762,-66.856,7.4,4.3,2010
-20.271,-174.272,10.0,4.4,2010
26.404,129.639,23.0,4.1,2010
72.138,0.538,10.0,4.4,2010
1.019,97.298,35.0,4.4,2010
-38.969,179.86,32.3,4.2,2010
-1.922,139.127,35.0,4.4,2010
-2.235,120.982,13.8,4.4,2010
19.2158333,-155.5218333,6.206,3.99,2010
55.564,-161.483,9.1,3.7,2010
-20.218,-69.341,99.4,4.2,2010
38.435,21.996,1.9,4.3,2010
13.71,-90.341,68.5,4.3,2010
19.326,-68.694,68.9,3.7,2010
38.484,22.073,40.7,4.1,2010
35.305,27.677,51.2,4.3,2010
43.858,86.835,35.0,4.1,2010
-9.724,113.912,41.7,4.3,2010
36.854,-104.819,5.0,3.8,2010
-11.543,166.122,35.0,4.2,2010
32.446,47.091,42.6,4.4,2010
32.832,141.686,35.0,4.1,2010
26.401,126.124,116.5,4.3,2010
35.26,27.721,60.4,4.4,2010
43.484,-126.955,10.0,4.3,2010
-18.265,-69.946,99.4,4.3,2010
-2.478,101.923,150.6,4.4,2010
45.812,150.056,128.2,4.4,2010
25.558,105.804,26.6,4.4,2010
32.361,48.328,39.4,4.4,2010
18.447,-72.615,10.0,4.0,2010
51.513,177.626,46.9,3.6,2010
-43.207,173.518,20.8,3.8,2010
-11.526,165.674,35.0,4.4,2010
53.608,-163.422,24.9,4.4,2010
32.456,48.284,18.0,4.4,2010
-0.729,133.854,45.9,4.2,2010
-1.501,99.426,10.0,4.0,2010
24.297,125.198,34.8,4.4,2010
54.705,141.958,10.0,4.4,2010
33.9321667,-117.0231667,13.143,4.28,2010
19.354,-66.677,8.3,3.9,2010
5.111,-72.871,10.0,4.4,2010
35.555,-97.249,8.0,3.7,2010
35.576,-97.25,8.0,3.8,2010
-51.569,-75.117,35.0,4.3,2010
18.431,-72.793,10.0,4.0,2010
-3.007,127.965,35.0,4.0,2010
36.0291667,-117.8398333,0.443,3.61,2010
51.593,16.101,2.0,4.2,2010
36.032,-117.8385,-0.327,3.53,2010
35.747,115.513,10.0,4.0,2010
-37.804,176.551,154.2,4.0,2010
