-18.78,169.393,231.5,5.2,2010
1.485,-85.099,10.0,5.0,2010
-25.471,-176.677,35.0,5.1,2010
-2.878,100.906,50.7,5.0,2010
-17.191,-69.443,149.6,4.7,2010
-21.014,-178.747,615.7,5.3,2010
-20.535,-178.104,534.3,5.2,2010
5.356,125.662,227.6,4.9,2010
-22.292,171.532,132.7,5.2,2010
13.597,-88.337,197.7,4.8,2010
36.758,71.309,93.0,5.0,2010
30.268,105.668,10.0,5.1,2010
-19.269,-173.823,10.0,4.8,2010
-26.976,-177.223,136.3,4.8,2010
2.411,126.722,26.0,4.8,2010
-19.22,-173.474,10.0,4.7,2010
38.329,22.416,9.7,4.7,2010
-33.511,77.613,10.0,4.8,2010
-25.124,179.927,506.1,4.7,2010
53.878,160.574,59.2,4.8,2010
29.08,142.561,44.3,4.7,2010
-28.227,-70.698,57.4,5.3,2010
19.024,121.207,39.7,5.2,2010
51.672,177.745,73.0,5.0,2010
1.514,-90.714,10.0,5.2,2010
4.726,-75.971,131.5,4.9,2010
-24.064,-66.698,178.4,5.0,2010
-19.11,169.349,10.0,5.2,2010
-8.108,107.39,89.0,4.7,2010
6.714,-72.976,157.5,4.7,2010
2.04,125.144,188.3,4.9,2010
-0.901,29.198,10.0,4.9,2010
-28.334,-176.384,49.4,5.1,2010
41.043,74.996,11.2,4.8,2010
-20.146,-177.596,346.5,4.7,2010
4.64,96.832,8.4,4.8,2010
-25.273,70.028,10.0,4.8,2010
-20.012,66.452,10.0,4.8,2010
3.044,126.585,73.6,5.3,2010
-28.264,-176.482,57.3,5.0,2010
-39.178,175.158,125.3,4.7,2010
9.852,125.978,101.6,4.9,2010
46.815,152.369,78.9,4.9,2010
-9.832,108.788,16.1,5.0,2010
-38.634,-16.122,10.0,4.9,2010
-8.735,111.01,69.8,4.8,2010
28.624,140.663,164.4,4.9,2010
-30.632,-177.799,32.5,4.8,2010
-7.156,125.031,530.7,5.1,2010
-58.304,-14.626,10.0,4.8,2010
-38.815,-15.93,10.0,5.0,2010
-38.648,-15.932,10.0,5.2,2010
-38.843,-15.767,10.0,4.9,2010
-6.222,155.047,236.3,4.8,2010
49.508,-28.469,10.0,4.9,2010
55.422,162.316,44.8,4.8,2010
18.427,-72.902,10.0,4.9,2010
-17.892,-173.691,35.0,4.9,2010
-17.762,-178.727,552.4,4.8,2010
-29.955,-177.054,5.8,4.8,2010
-39.09,-15.51,10.0,5.0,2010
-39.096,-15.735,10.0,5.0,2010
-8.165,129.002,35.0,4.9,2010
-39.257,-15.9,10.0,5.3,2010
-55.501,-26.703,35.0,4.8,2010
-16.162,-176.594,371.6,4.7,2010
-0.324,99.093,63.9,5.0,2010
13.951,-91.83,35.6,4.7,2010
50.997,-178.09,10.7,5.3,2010
18.491,-72.957,10.0,4.8,2010
58.6042,-153.4744,89.7,5.0,2010
-4.259,102.69,61.5,4.9,2010
-32.935,179.825,35.0,5.1,2010
3.622,127.006,43.7,4.8,2010
-36.553,178.611,174.8,4.7,2010
8.404,-83.027,46.8,4.7,2010
46.701,152.547,48.2,5.0,2010
0.26,120.653,93.0,5.0,2010
16.029,-60.925,64.5,5.0,2010
-20.7,-178.968,559.7,4.7,2010
-13.655,167.151,192.4,4.9,2010
-15.877,167.891,152.7,4.9,2010
-18.149,-178.294,540.4,4.7,2010
35.515,110.736,28.7,5.0,2010
-31.914,57.918,10.0,5.0,2010
-19.423,169.583,280.7,5.0,2010
8.335,-83.049,35.0,5.0,2010
-37.165,176.892,259.8,4.7,2010
36.525,71.481,93.4,5.1,2010
8.402,-83.031,35.0,5.0,2010
8.586,-83.032,34.6,4.8,2010
8.252,-83.143,35.8,4.7,2010
-17.557,-63.903,10.0,5.1,2010
-17.541,-63.887,10.0,5.3,2010
8.341,-83.01,35.0,5.3,2010
-11.539,166.359,48.8,5.2,2010
-5.923,152.516,44.4,5.1,2010
-15.338,-173.346,10.0,5.3,2010
-28.583,-177.881,85.5,5.0,2010
-17.806,-178.556,536.7,4.7,2010
9.703,-84.093,69.4,4.9,2010
-2.728,-102.461,10.0,5.2,2010
38.391,21.998,10.0,4.7,2010
-15.281,-173.446,10.0,4.9,2010
-15.521,-173.259,10.0,4.8,2010
3.025,93.789,36.9,5.0,2010
-19.513,175.282,35.0,5.3,2010
38.45,21.963,1.4,5.0,2010
-39.05,174.852,227.9,5.1,2010
15.427,-61.3,129.0,4.7,2010
1.446,122.201,32.5,5.2,2010
18.462,-72.743,10.0,4.8,2010
18.398,-72.842,10.0,4.9,2010
13.15,125.768,50.6,4.7,2010
54.421,-161.482,29.2,5.2,2010
68.867,-17.25,10.0,4.7,2010
-36.252,-72.939,16.1,4.7,2010
1.361,122.089,57.4,4.7,2010
-36.216,-73.179,26.9,4.8,2010
-36.281,-73.16,42.2,5.1,2010
-20.098,-177.217,355.6,4.9,2010
-57.773,-65.809,10.0,5.1,2010
-23.605,-175.192,35.0,4.8,2010
-31.194,-69.129,35.3,4.8,2010
-11.216,165.647,35.0,5.1,2010
16.877,-94.478,104.3,5.0,2010
-1.098,127.164,35.3,4.7,2010
35.821,52.864,5.0,4.7,2010
48.454,154.366,58.0,4.9,2010
-0.894,150.422,13.9,4.7,2010
42.091,72.086,0.6,5.0,2010
-27.584,-65.829,26.8,5.2,2010
0.586,-28.804,10.0,4.7,2010
-30.218,-177.746,63.5,5.1,2010
8.227,127.181,63.2,4.7,2010
-10.1,161.023,35.0,5.0,2010
-36.814,177.224,228.4,4.8,2010
23.771,121.664,44.7,4.9,2010
-8.865,157.777,31.6,5.1,2010
-8.946,158.128,22.7,5.1,2010
-8.952,158.1,19.4,5.1,2010
-9.04,158.08,22.1,5.2,2010
-8.795,157.604,21.7,4.9,2010
-21.945,-70.437,30.4,4.9,2010
45.845,151.957,3.2,4.9,2010
