latitude,longitude,depth,mag,year
-56.5097,-150.492,10.0,4.6,2015
34.96,26.35,4.0,4.5,2015
3.9786,126.4363,48.45,4.5,2015
30.5544,142.1498,10.0,4.5,2015
30.555,142.053,10.0,4.7,2015
-7.1063,130.2845,80.85,4.6,2015
56.255,113.6187,10.0,4.7,2015
-4.4676,151.3075,24.68,5.1,2015
-6.5348,129.879,179.03,4.9,2015
-19.3189,-172.9184,10.0,4.6,2015
2.9353,122.9243,490.74,4.9,2015
-10.1466,160.6099,35.0,4.5,2015
-24.0066,179.5454,549.68,4.5,2015
-7.0181,150.9005,35.0,5.1,2015
64.5932,-17.795,7.94,4.5,2015
-57.9101,157.6776,10.0,4.9,2015
45.2478,147.9506,141.99,4.8,2015
26.9574,140.9381,23.6,4.5,2015
14.5111,-44.9905,10.0,5.0,2015
-25.0106,178.3906,554.82,4.6,2015
2.648,95.7669,28.21,4.5,2015
-4.4355,102.0376,55.09,4.6,2015
-56.8512,-150.5752,10.0,5.3,2015
-21.1084,-178.7054,555.89,4.5,2015
64.5993,-17.6711,6.29,4.5,2015
29.2716,130.5524,26.19,5.1,2015
16.4465,-94.2265,104.08,4.9,2015
50.579,-130.454,10.0,4.5,2015
-17.1556,168.7771,29.19,5.1,2015
39.6229,143.3472,24.88,4.9,2015
-5.6714,149.1311,169.13,4.5,2015
44.5074,-114.112,8.5,5.0,2015
1.2857,126.0634,51.1,4.5,2015
15.5871,147.3884,27.26,4.5,2015
-22.7874,69.6627,10.0,4.7,2015
3.7369,125.5497,79.99,4.7,2015
37.2889,71.7699,128.42,4.9,2015
56.1054,113.6346,10.0,4.8,2015
-10.2521,161.1812,80.34,4.5,2015
51.592,-178.1486,15.7,4.8,2015
0.007,123.7942,118.15,5.0,2015
2.8681,127.024,35.0,4.5,2015
2.5639,126.7203,35.0,4.5,2015
64.4571,-17.5692,7.35,4.6,2015
-0.1635,122.856,127.77,4.5,2015
6.768,60.1618,10.0,4.7,2015
-56.9072,-150.622,10.0,5.3,2015
2.4886,126.4484,48.22,5.1,2015
1.1055,123.34,49.65,4.7,2015
19.7201,-70.9143,25.66,4.5,2015
1.1293,97.0599,19.67,4.7,2015
64.6123,-17.8717,9.84,4.5,2015
15.5779,147.4857,27.78,4.6,2015
4.7574,125.1335,295.53,4.6,2015
-4.0948,-104.3043,10.0,5.3,2015
50.8632,-130.3654,10.0,5.4,2015
-40.9004,-91.7634,10.0,4.6,2015
2.5098,128.6854,57.7,4.8,2015
6.4488,60.2985,10.0,5.4,2015
6.5739,60.3653,10.0,5.5,2015
-2.2269,120.9062,35.0,4.6,2015
-31.072,-71.347,61.2,4.5,2015
49.9202,-28.8901,10.0,4.5,2015
-23.9848,-177.1409,103.04,4.7,2015
6.5721,60.2766,14.85,4.7,2015
-15.1086,-173.6375,9.53,4.8,2015
8.0389,121.5466,38.99,4.5,2015
-22.8056,-175.7987,18.45,4.9,2015
-15.7017,-172.2761,55.19,4.7,2015
-7.7986,-73.8619,155.32,4.6,2015
42.572,141.8008,36.38,4.7,2015
40.442,-125.7746667,23.9,5.36,2015
46.9847,152.0761,95.7,4.7,2015
-13.6748,-111.9268,10.0,4.8,2015
-11.763,-111.054,10.0,4.7,2015
55.2919,163.0581,10.0,4.8,2015
28.728,51.858,10.1,5.1,2015
-11.3818,162.4998,26.24,4.6,2015
3.4769,-31.7641,10.0,4.7,2015
-18.7052,169.1795,223.61,4.6,2015
38.8957,142.0405,41.39,4.8,2015
-5.5876,152.5865,37.05,4.5,2015
-10.9599,162.8743,42.4,4.6,2015
-58.1465,-25.8169,90.81,4.5,2015
-5.6157,152.7214,44.42,4.9,2015
38.3465,20.3897,13.11,4.7,2015
-5.0809,152.8023,35.0,4.8,2015
-4.8946,152.49,39.0,6.0,2015
-4.915,152.4751,35.0,5.7,2015
-10.959,162.4863,26.0,5.6,2015
10.0472,-84.1829,10.0,4.6,2015
-22.2714,-113.7853,10.0,4.7,2015
13.173,-44.672,10.0,4.8,2015
2.4057,128.1853,137.78,4.8,2015
13.1906,-44.7886,12.17,4.8,2015
-60.2263,-46.598,10.0,4.7,2015
-22.7253,-66.1446,240.29,4.7,2015
-5.3894,153.0934,32.75,4.7,2015
-5.2538,152.8906,51.67,4.5,2015
-2.077,133.4807,33.89,4.8,2015
0.8107,146.2214,15.42,4.8,2015
-15.4261,-172.8635,9.64,5.8,2015
-5.4047,152.5479,21.01,4.7,2015
-5.2803,152.8911,46.46,4.5,2015
-2.2243,138.9014,46.63,5.0,2015
-1.8361,120.6764,43.18,4.6,2015
12.903,146.0793,25.14,4.9,2015
-5.2663,152.7845,35.0,4.8,2015
-19.0206,-177.5141,567.91,4.5,2015
-5.1442,152.9264,27.51,4.5,2015
-5.2968,153.045,35.0,4.9,2015
-4.9727,152.4162,35.0,4.9,2015
-39.2859,78.0903,10.0,5.9,2015
-5.1197,153.0195,41.46,4.5,2015
-15.4611,-173.0867,10.0,5.2,2015
-15.4994,-173.0293,11.0,6.5,2015
-15.4554,-172.8487,10.0,4.5,2015
-23.7181,179.3128,531.47,4.7,2015
-4.7447,152.5076,35.0,5.3,2015
-15.3272,-173.0396,10.0,4.8,2015
-15.4401,-173.0986,10.0,4.7,2015
-15.392,-172.9409,14.54,6.4,2015
-15.4296,-173.049,10.0,6.0,2015
-5.3642,153.1579,25.19,4.7,2015
-5.4129,153.0605,35.0,4.6,2015
-5.444,152.915,35.0,4.8,2015
-5.3389,153.051,38.8,4.7,2015
-5.0427,152.862,35.0,4.5,2015
-5.2507,152.9461,35.0,4.8,2015
-5.2929,152.9,38.51,4.7,2015
-5.4254,152.5338,10.0,5.3,2015
-5.0839,152.4953,47.44,4.6,2015
-5.3106,152.7542,10.0,4.8,2015
-22.5326,170.6994,54.31,5.0,2015
-5.0067,153.026,53.06,4.6,2015
10.0337,124.2303,10.0,4.9,2015
26.6884,108.8076,17.09,5.4,2015
-5.1439,152.5987,46.29,4.5,2015
-5.2829,152.7968,10.0,4.7,2015
-5.1207,152.6104,35.0,5.1,2015
-5.2049,152.6038,42.05,5.7,2015
-4.7294,152.5623,41.0,7.5,2015
-21.084,-68.751,127.1,4.6,2015
2.7057,125.8435,83.36,4.8,2015
1.6535,126.4846,45.05,5.6,2015
-56.243,-24.9765,10.0,4.9,2015
27.024,57.638,14.2,4.9,2015
31.4176,130.5383,144.38,4.6,2015
-21.025,-176.2214,191.25,4.5,2015
-48.7964,106.5171,10.0,4.5,2015
45.6231,26.4579,141.6,4.5,2015
-26.0214,179.8555,499.87,4.8,2015
-6.9308,154.6722,35.0,4.5,2015
0.4002,121.9895,118.0,5.9,2015
-9.8395,-78.5178,53.23,5.0,2015
-18.2822,176.7927,8.0,5.5,2015
-7.2624,128.3602,168.07,4.8,2015
2.0881,126.6711,55.4,4.6,2015
-30.6665,-178.4532,18.53,4.6,2015
-22.2167,-68.6175,112.0,5.6,2015
11.1689,-86.8051,41.76,4.8,2015
-26.3586,178.4541,614.42,4.8,2015
-6.2979,154.8755,53.14,4.5,2015
34.378,141.701,23.71,4.6,2015
5.0353,127.373,96.41,4.6,2015
-36.1989,-100.3658,10.0,4.8,2015
35.7086,26.6225,66.96,5.2,2015
-1.2012,-77.5836,195.03,5.5,2015
4.882,96.0969,18.14,4.6,2015
9.891,93.3838,89.84,4.9,2015
